Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,frequency_score,repeat_buyer_flag,subscription_flag,satisfaction_flag,promo_dependency_score,discount_sensitivity_segment,avg_spend_per_visit,spending_velocity_score,customer_lifetime_value_score,customer_lifetime_value_proxy,value_tier,value_tier_numeric,normalized_frequency_score,customer_engagement_score,low_frequency_risk,retention_risk_score,loyalty_score_v1,normalized_clv,loyalty_score_v2,normalized_spending_velocity,normalized_avg_spend,normalized_retention_risk
3011,70,female,belt,accessories,45,ohio,m,violet,winter,3.3,no,free shipping,no,no,15,credit card,annually,1,1,0,0,0.0,organic,2.8125,45,720,720,low,1,0.0,0.15,1.0,0.5,0.38749999999999996,0.018705892356092168,0.11890000350110283,0.03676470588235294,0.04928628468756239,0.5000000000000001
3012,20,female,belt,accessories,70,nevada,s,brown,summer,3.0,no,next day air,no,no,18,credit card,every 3 months,2,1,0,0,0.0,organic,3.6842105263157894,140,2660,2660,medium,2,0.16666666666666666,0.20833333333333331,0.8333333333333334,0.45,0.44375,0.07368987897854491,0.1852522419562162,0.17647058823529413,0.06703722772693362,0.45000000000000007
3013,42,female,belt,accessories,65,idaho,m,teal,fall,3.5,no,standard,no,no,16,paypal,annually,1,1,0,0,0.0,organic,3.823529411764706,65,1105,1105,low,1,0.0,0.15,1.0,0.5,0.38749999999999996,0.029617662897145933,0.12860147613164813,0.0661764705882353,0.06987422639249352,0.5000000000000001
3014,41,female,skirt,clothing,55,arizona,l,peach,summer,4.2,no,store pickup,no,no,13,cash,monthly,4,1,0,1,0.0,organic,3.9285714285714284,220,3080,3080,medium,2,0.5,0.525,0.5,0.15,0.75625,0.08559362865969447,0.3212812994426578,0.29411764705882354,0.07201323332287596,0.15000000000000002
3015,24,female,t-shirt,clothing,65,utah,m,maroon,spring,4.5,no,express,no,no,38,paypal,every 3 months,2,1,0,1,0.0,organic,1.6666666666666667,130,5070,5070,high,3,0.16666666666666666,0.4083333333333333,0.8333333333333334,0.25,0.6437499999999999,0.14199472833942692,0.27621776276193666,0.16176470588235295,0.02595328408864045,0.25000000000000006
3016,37,female,scarf,accessories,21,wyoming,xl,lavender,spring,2.8,no,express,no,no,27,bank transfer,bi-weekly,6,1,0,0,0.0,organic,0.75,126,3528,3528,medium,2,0.8333333333333334,0.44166666666666665,0.16666666666666663,0.25,0.66875,0.09829096165292067,0.26641164050009086,0.15588235294117647,0.007286883609502894,0.25000000000000006
3017,30,female,blouse,clothing,26,indiana,l,lavender,summer,4.9,no,store pickup,no,no,31,bank transfer,quarterly,3,1,0,1,0.0,organic,0.8125,78,2496,2496,medium,2,0.3333333333333333,0.4666666666666667,0.6666666666666667,0.2,0.7,0.06904174815066746,0.2545567687154787,0.08529411764705883,0.008559592733080455,0.20000000000000004
3018,58,female,sunglasses,accessories,71,wisconsin,s,purple,summer,3.3,no,next day air,no,no,24,cash,bi-weekly,6,1,0,0,0.0,organic,2.84,426,10650,10650,premium,4,0.8333333333333334,0.44166666666666665,0.16666666666666663,0.25,0.66875,0.30014454553184255,0.4252956889753606,0.5970588235294118,0.04984627670193651,0.25000000000000006
3019,43,female,boots,footwear,41,texas,m,green,summer,3.0,no,free shipping,no,no,21,debit card,bi-weekly,6,1,0,0,0.0,organic,1.8636363636363635,246,5412,5412,high,3,0.8333333333333334,0.44166666666666665,0.16666666666666663,0.25,0.66875,0.15168778165122013,0.32039464514655447,0.3323529411764706,0.029964246175066697,0.25000000000000006
3020,19,female,jacket,outerwear,44,utah,m,yellow,winter,3.9,no,2-day shipping,no,no,15,paypal,annually,1,1,0,0,0.0,organic,2.75,44,704,704,low,1,0.0,0.15,1.0,0.5,0.38749999999999996,0.018252416177762663,0.11844716919162868,0.03529411764705882,0.04801357556398483,0.5000000000000001
3021,23,female,jeans,clothing,81,arkansas,s,charcoal,fall,2.8,no,store pickup,no,no,48,venmo,every 3 months,2,1,0,0,0.0,organic,1.653061224489796,162,7938,7938,high,3,0.16666666666666666,0.20833333333333331,0.8333333333333334,0.45,0.44375,0.22328033330499109,0.24407948920576647,0.2088235294117647,0.025676231762419482,0.45000000000000007
3022,65,female,sunglasses,accessories,77,pennsylvania,s,blue,summer,4.5,no,2-day shipping,no,no,47,cash,quarterly,3,1,0,1,0.0,organic,1.6041666666666667,231,11088,11088,premium,4,0.3333333333333333,0.4666666666666667,0.6666666666666667,0.2,0.7,0.3125584559136128,0.3847876164325096,0.31029411764705883,0.024680574965062888,0.20000000000000004
3023,58,female,sandals,footwear,26,georgia,m,lavender,fall,4.0,no,free shipping,no,no,23,paypal,weekly,7,1,0,1,0.0,organic,1.0833333333333333,182,4368,4368,high,3,1.0,0.7000000000000001,0.0,0.0,0.925,0.12209846101521979,0.38038152017885635,0.23823529411764705,0.01407466560191655,0.0
3024,50,female,backpack,accessories,31,indiana,m,brown,summer,2.9,no,express,no,no,4,paypal,quarterly,3,0,0,0,0.0,organic,6.2,93,465,465,low,1,0.3333333333333333,0.11666666666666665,0.6666666666666667,0.5,0.3625,0.011478615763965649,0.12382143708601541,0.10735294117647058,0.11826711918546616,0.5000000000000001
3025,67,female,blouse,clothing,82,idaho,s,white,spring,4.0,no,free shipping,no,no,47,credit card,every 3 months,2,1,0,1,0.0,organic,1.7083333333333333,164,7872,7872,high,3,0.16666666666666666,0.4083333333333333,0.8333333333333334,0.25,0.6437499999999999,0.22140974406938185,0.3140130182674209,0.21176470588235294,0.026801756837692155,0.25000000000000006
3026,40,female,shoes,footwear,60,montana,xl,green,summer,3.4,no,store pickup,no,no,7,paypal,monthly,4,1,0,0,0.0,organic,7.5,240,1920,1920,medium,2,0.5,0.32499999999999996,0.5,0.35,0.55625,0.0527166057308052,0.24565669435872295,0.3235294117647059,0.1447394689558794,0.35000000000000003
3027,55,female,shirt,clothing,70,tennessee,l,magenta,fall,2.5,no,free shipping,no,no,6,credit card,annually,1,0,0,0,0.0,organic,10.0,70,490,490,low,1,0.0,0.0,1.0,0.6,0.25,0.012187172292605504,0.07897139265535309,0.07352941176470588,0.19564783389898183,0.6000000000000001
3028,52,female,hoodie,clothing,26,west virginia,xl,peach,winter,2.8,no,2-day shipping,no,no,47,credit card,quarterly,3,1,0,0,0.0,organic,0.5416666666666666,78,3744,3744,medium,2,0.3333333333333333,0.26666666666666666,0.6666666666666667,0.4,0.5,0.10441289006036901,0.19693666838387425,0.08529411764705883,0.0030445198642443595,0.4000000000000001
3029,62,female,dress,clothing,100,california,l,charcoal,summer,3.0,no,free shipping,no,no,7,paypal,every 3 months,2,1,0,0,0.0,organic,12.5,200,1600,1600,low,1,0.16666666666666666,0.20833333333333331,0.8333333333333334,0.45,0.44375,0.04364708216421506,0.19238432189473018,0.2647058823529412,0.24655619884208424,0.45000000000000007
3030,64,female,dress,clothing,82,georgia,m,gold,summer,3.1,no,free shipping,no,no,1,debit card,quarterly,3,0,0,0,0.0,organic,41.0,246,492,492,low,1,0.3333333333333333,0.11666666666666665,0.6666666666666667,0.5,0.3625,0.012243856814896693,0.16908927145384128,0.3323529411764706,0.8269115591934518,0.5000000000000001
3031,43,female,sneakers,footwear,24,maryland,xl,purple,spring,2.6,no,2-day shipping,no,no,23,credit card,weekly,7,1,0,0,0.0,organic,1.0,168,4032,4032,medium,2,1.0,0.5,0.0,0.2,0.725,0.11257546127030015,0.3029308232093109,0.21764705882352942,0.012377720103813137,0.20000000000000004
3032,61,female,blouse,clothing,74,idaho,l,teal,summer,4.9,no,2-day shipping,no,no,30,credit card,monthly,4,1,0,1,0.0,organic,2.3870967741935485,296,9176,9176,premium,4,0.5,0.525,0.5,0.15,0.75625,0.2583680526032367,0.40410528899936815,0.40588235294117647,0.04062365162063125,0.15000000000000002
3033,26,female,backpack,accessories,58,california,xl,green,summer,3.5,no,next day air,no,no,24,credit card,quarterly,3,1,0,0,0.0,organic,2.32,174,4350,4350,high,3,0.3333333333333333,0.26666666666666666,0.6666666666666667,0.4,0.5,0.1215883003145991,0.23118335609050183,0.22647058823529412,0.039257336793771205,0.4000000000000001
3034,22,female,sweater,clothing,56,alabama,l,orange,spring,2.6,no,store pickup,no,no,9,paypal,weekly,7,1,0,0,0.0,organic,5.6,392,3920,3920,medium,2,1.0,0.5,0.0,0.2,0.725,0.10940112802199359,0.3677021595135801,0.5470588235294118,0.10604911159912156,0.20000000000000004
3035,51,female,boots,footwear,37,utah,l,peach,spring,3.5,no,2-day shipping,no,no,25,credit card,quarterly,3,1,0,0,0.0,organic,1.4230769230769231,111,2886,2886,medium,2,0.3333333333333333,0.26666666666666666,0.6666666666666667,0.4,0.5,0.0800952299974492,0.19813136971479348,0.1338235294117647,0.020992981863415087,0.4000000000000001
3036,69,female,handbag,accessories,64,kentucky,m,gold,spring,4.5,no,free shipping,no,no,18,cash,bi-weekly,6,1,0,1,0.0,organic,3.3684210526315788,384,7296,7296,high,3,0.8333333333333334,0.6416666666666667,0.16666666666666663,0.04999999999999999,0.86875,0.2050846016495196,0.449671767440077,0.5352941176470588,0.06060669741833121,0.049999999999999996
3037,50,female,hoodie,clothing,58,vermont,s,violet,spring,4.3,no,next day air,no,no,7,venmo,fortnightly,5,1,0,1,0.0,organic,7.25,290,2320,2320,medium,2,0.6666666666666666,0.5833333333333334,0.33333333333333337,0.1,0.8125,0.06405351018904289,0.35349715993871406,0.39705882352941174,0.13964863246156917,0.10000000000000002
3038,51,female,belt,accessories,44,iowa,l,charcoal,summer,4.8,no,next day air,no,no,2,cash,annually,1,0,0,1,0.0,organic,14.666666666666666,44,132,132,low,1,0.0,0.2,1.0,0.4,0.44999999999999996,0.002040642802482782,0.13777304851028072,0.03529411764705882,0.29067678179277295,0.4000000000000001
3039,56,female,jewelry,accessories,39,georgia,m,brown,summer,4.2,no,free shipping,no,no,36,debit card,annually,1,1,0,1,0.0,organic,1.054054054054054,39,1443,1443,low,1,0.0,0.35,1.0,0.3,0.5875,0.03919734716435677,0.1943073068016425,0.027941176470588237,0.013478441507988322,0.30000000000000004
3040,59,female,blouse,clothing,48,alabama,l,blue,spring,3.2,no,next day air,no,no,31,paypal,bi-weekly,6,1,0,0,0.0,organic,1.5,288,9216,9216,premium,4,0.8333333333333334,0.44166666666666665,0.16666666666666663,0.25,0.66875,0.25950174304906043,0.37048247281226915,0.3941176470588235,0.02255939309243362,0.25000000000000006
3041,18,female,handbag,accessories,32,nebraska,m,gold,fall,4.1,no,express,no,no,10,cash,fortnightly,5,1,0,1,0.0,organic,2.909090909090909,160,1760,1760,low,1,0.6666666666666666,0.5833333333333334,0.33333333333333337,0.1,0.8125,0.048181843947510135,0.3097067826365305,0.20588235294117646,0.0512531987876368,0.10000000000000002
3042,48,female,handbag,accessories,79,rhode island,m,orange,winter,4.0,no,express,no,no,27,paypal,monthly,4,1,0,1,0.0,organic,2.8214285714285716,316,8848,8848,premium,4,0.5,0.525,0.5,0.15,0.75625,0.2490717909474818,0.4067339503610304,0.43529411764705883,0.0494681002766449,0.15000000000000002
3043,53,female,coat,outerwear,27,south dakota,l,turquoise,winter,2.9,no,next day air,no,no,14,paypal,every 3 months,2,1,0,0,0.0,organic,1.8,54,810,810,low,1,0.16666666666666666,0.20833333333333331,0.8333333333333334,0.45,0.44375,0.021256695859195648,0.14160651021738513,0.05,0.02866839688560591,0.45000000000000007
3044,45,female,belt,accessories,98,illinois,s,peach,fall,2.6,no,store pickup,no,no,17,credit card,monthly,4,1,0,0,0.0,organic,5.444444444444445,392,7056,7056,high,3,0.5,0.32499999999999996,0.5,0.35,0.55625,0.198282458974577,0.3413106253469843,0.5470588235294118,0.10288148000266187,0.35000000000000003
3045,21,female,boots,footwear,67,north carolina,m,magenta,winter,2.7,no,free shipping,no,no,10,bank transfer,quarterly,3,1,0,0,0.0,organic,6.090909090909091,201,2211,2211,medium,2,0.3333333333333333,0.26666666666666666,0.6666666666666667,0.4,0.5,0.06096420372417311,0.21790609875444095,0.2661764705882353,0.11604566326067622,0.4000000000000001
3046,42,female,socks,clothing,37,florida,l,black,winter,4.6,no,2-day shipping,no,no,4,paypal,bi-weekly,6,0,0,1,0.0,organic,7.4,222,1110,1110,low,1,0.8333333333333334,0.4916666666666667,0.16666666666666663,0.15,0.7312500000000001,0.029759374202873907,0.2956608790102216,0.29705882352941176,0.14270313435815532,0.15000000000000002
3047,60,female,shoes,footwear,49,pennsylvania,m,white,spring,3.2,no,store pickup,no,no,25,cash,every 3 months,2,1,0,0,0.0,organic,1.8846153846153846,98,2548,2548,medium,2,0.16666666666666666,0.20833333333333331,0.8333333333333334,0.45,0.44375,0.07051554573023835,0.1717882841428383,0.11470588235294117,0.030391449237526298,0.45000000000000007
3048,21,female,sneakers,footwear,74,vermont,m,violet,fall,4.1,no,2-day shipping,no,no,3,paypal,bi-weekly,6,0,0,1,0.0,organic,18.5,444,1776,1776,low,1,0.8333333333333334,0.4916666666666667,0.16666666666666663,0.15,0.7312500000000001,0.04863532012583964,0.3675615777303184,0.6235294117647059,0.36873627470553005,0.15000000000000002
3049,69,female,jewelry,accessories,93,colorado,m,olive,summer,3.9,no,standard,no,no,47,venmo,fortnightly,5,1,0,0,0.0,organic,1.9375,465,22320,22320,premium,4,0.6666666666666666,0.3833333333333333,0.33333333333333337,0.30000000000000004,0.6124999999999999,0.6308987331009268,0.5333635761931675,0.6544117647058824,0.031468356957476545,0.3000000000000001
3050,40,female,handbag,accessories,60,utah,l,red,summer,3.0,no,next day air,no,no,41,bank transfer,bi-weekly,6,1,0,0,0.0,organic,1.4285714285714286,360,15120,15120,premium,4,0.8333333333333334,0.44166666666666665,0.16666666666666663,0.25,0.66875,0.4268344528526486,0.4502253918317603,0.5,0.02110486837977355,0.25000000000000006
3051,31,female,coat,outerwear,76,kentucky,s,green,spring,3.6,no,standard,no,no,28,venmo,every 3 months,2,1,0,0,0.0,organic,2.6206896551724137,152,4408,4408,high,3,0.16666666666666666,0.20833333333333331,0.8333333333333334,0.45,0.44375,0.12323215146104356,0.2061214490897966,0.19411764705882353,0.045380384273824355,0.45000000000000007
3052,44,female,sunglasses,accessories,64,wyoming,l,gold,summer,4.6,no,express,no,no,49,debit card,every 3 months,2,1,0,1,0.0,organic,1.28,128,6400,6400,high,3,0.16666666666666666,0.4083333333333333,0.8333333333333334,0.25,0.6437499999999999,0.1796899356630672,0.2888228500310931,0.1588235294117647,0.01807945697744061,0.25000000000000006
3053,48,female,shoes,footwear,38,maine,xl,olive,spring,4.5,no,store pickup,no,no,7,bank transfer,fortnightly,5,1,0,1,0.0,organic,4.75,190,1520,1520,low,1,0.6666666666666666,0.5833333333333334,0.33333333333333337,0.1,0.8125,0.04137970127256752,0.31614956211206535,0.25,0.08874026751846675,0.10000000000000002
3054,32,female,shoes,footwear,91,maine,l,brown,winter,3.2,no,next day air,no,no,22,bank transfer,monthly,4,1,0,0,0.0,organic,3.9565217391304346,364,8372,8372,high,3,0.5,0.32499999999999996,0.5,0.35,0.55625,0.23558087464217894,0.3461297767129979,0.5058823529411764,0.07258239516696034,0.35000000000000003
3055,42,female,boots,footwear,70,new hampshire,s,magenta,summer,4.9,no,2-day shipping,no,no,34,venmo,monthly,4,1,0,1,0.0,organic,2.0,280,9800,9800,premium,4,0.5,0.525,0.5,0.15,0.75625,0.2760536235580875,0.4055893564806247,0.38235294117647056,0.0327410660810541,0.15000000000000002
3056,27,female,sandals,footwear,22,kansas,m,violet,fall,5.0,no,standard,no,no,5,debit card,bi-weekly,6,0,0,1,0.0,organic,3.6666666666666665,132,792,792,low,1,0.8333333333333334,0.4916666666666667,0.16666666666666663,0.15,0.7312500000000001,0.020746535158574952,0.2660357971094228,0.16470588235294117,0.06667997604312238,0.15000000000000002
3057,69,female,gloves,accessories,59,new jersey,m,beige,spring,3.8,no,standard,no,no,15,cash,bi-weekly,6,1,0,0,0.0,organic,3.6875,354,5664,5664,high,3,0.8333333333333334,0.44166666666666665,0.16666666666666663,0.25,0.66875,0.15883003145990987,0.35465913846194885,0.49117647058823527,0.06710421241764823,0.25000000000000006
3058,67,female,backpack,accessories,22,north carolina,m,blue,spring,3.4,no,next day air,no,no,26,bank transfer,weekly,7,1,0,0,0.0,organic,0.8148148148148148,154,4158,4158,medium,2,1.0,0.5,0.0,0.2,0.725,0.11614658617464502,0.3000630698670081,0.19705882352941176,0.00860673010802777,0.20000000000000004
3059,41,female,handbag,accessories,74,west virginia,s,orange,winter,3.8,no,store pickup,no,no,3,bank transfer,fortnightly,5,0,0,0,0.0,organic,18.5,370,1480,1480,low,1,0.6666666666666666,0.2333333333333333,0.33333333333333337,0.4,0.475,0.040246010826743756,0.2536939469266152,0.5147058823529411,0.36873627470553005,0.4000000000000001
3060,46,female,sweater,clothing,71,kentucky,l,maroon,spring,3.2,no,express,no,no,42,credit card,quarterly,3,1,0,0,0.0,organic,1.6511627906976745,213,9159,9159,premium,4,0.3333333333333333,0.26666666666666666,0.6666666666666667,0.4,0.5,0.2578862341637616,0.2903582211730028,0.2838235294117647,0.025637573298295628,0.4000000000000001
3061,47,female,coat,outerwear,80,california,s,charcoal,summer,4.7,no,store pickup,no,no,1,venmo,monthly,4,0,0,1,0.0,organic,40.0,320,640,640,low,1,0.5,0.375,0.5,0.25,0.61875,0.016438511464444635,0.2814887731302027,0.4411764705882353,0.8065482132162108,0.25000000000000006
3062,33,female,t-shirt,clothing,59,south dakota,l,olive,fall,4.5,no,express,no,no,20,paypal,every 3 months,2,1,0,1,0.0,organic,2.8095238095238093,118,2478,2478,medium,2,0.16666666666666666,0.4083333333333333,0.8333333333333334,0.25,0.6437499999999999,0.06853158745004677,0.24697625168594772,0.14411764705882352,0.049225679491201546,0.25000000000000006
3063,51,female,backpack,accessories,96,california,l,green,fall,3.3,no,standard,no,no,39,paypal,monthly,4,1,0,0,0.0,organic,2.4,384,15360,15360,premium,4,0.5,0.32499999999999996,0.5,0.35,0.55625,0.4336365955275912,0.42133163196406864,0.5352941176470588,0.04088640447195049,0.35000000000000003
3064,26,female,sunglasses,accessories,43,connecticut,l,brown,winter,3.9,no,store pickup,no,no,24,credit card,fortnightly,5,1,0,0,0.0,organic,1.72,215,5375,5375,high,3,0.6666666666666666,0.3833333333333333,0.33333333333333337,0.30000000000000004,0.6124999999999999,0.15063911798883314,0.29174329913922886,0.2867647058823529,0.027039329207426632,0.3000000000000001
3065,22,female,belt,accessories,76,idaho,s,cyan,winter,3.6,no,express,no,no,49,bank transfer,quarterly,3,1,0,0,0.0,organic,1.52,228,11400,11400,premium,4,0.3333333333333333,0.26666666666666666,0.6666666666666667,0.4,0.5,0.32140124139103815,0.31700023840843194,0.3058823529411765,0.02296666001197844,0.4000000000000001
3066,49,female,jacket,outerwear,59,north dakota,m,beige,fall,2.8,no,store pickup,no,no,7,venmo,bi-weekly,6,1,0,0,0.0,organic,7.375,354,2832,2832,medium,2,0.8333333333333334,0.44166666666666665,0.16666666666666663,0.25,0.66875,0.07856474789558711,0.32656628921443587,0.49117647058823527,0.1421940507087243,0.25000000000000006
3067,58,female,skirt,clothing,48,michigan,l,teal,summer,4.3,no,free shipping,no,no,13,venmo,every 3 months,2,1,0,1,0.0,organic,3.4285714285714284,96,1344,1344,low,1,0.16666666666666666,0.4083333333333333,0.8333333333333334,0.25,0.6437499999999999,0.036391463310942944,0.22925662000196728,0.11176470588235295,0.06183156033425548,0.25000000000000006
3068,70,female,belt,accessories,22,missouri,s,gray,spring,3.5,no,free shipping,no,no,2,cash,weekly,7,0,0,0,0.0,organic,7.333333333333333,154,462,462,low,1,1.0,0.35,0.0,0.30000000000000004,0.5875,0.011393588980528866,0.21839952084906744,0.19705882352941176,0.14134557795967256,0.3000000000000001
3069,32,female,boots,footwear,40,california,m,indigo,winter,4.2,no,express,no,no,4,debit card,weekly,7,0,0,1,0.0,organic,8.0,280,1400,1400,low,1,1.0,0.55,0.0,0.1,0.7875,0.03797862993509622,0.3347631087125778,0.38235294117647056,0.15492114194449988,0.10000000000000002
3070,62,female,jeans,clothing,73,delaware,l,magenta,spring,4.6,no,express,no,no,17,debit card,quarterly,3,1,0,1,0.0,organic,4.055555555555555,219,3942,3942,medium,2,0.3333333333333333,0.4666666666666667,0.6666666666666667,0.2,0.7,0.11002465776719667,0.31037137531655806,0.2926470588235294,0.07459905503427164,0.20000000000000004
3071,52,female,shoes,footwear,26,alabama,xl,red,fall,2.6,no,free shipping,no,no,43,paypal,bi-weekly,6,1,0,0,0.0,organic,0.5909090909090909,156,6864,6864,high,3,0.8333333333333334,0.44166666666666665,0.16666666666666663,0.25,0.66875,0.1928407448346229,0.30832759402545135,0.2,0.004047260385850924,0.25000000000000006
3072,23,female,sweater,clothing,41,new hampshire,l,turquoise,spring,3.4,no,next day air,no,no,6,paypal,monthly,4,0,0,0,0.0,organic,5.857142857142857,164,1148,1148,low,1,0.5,0.175,0.5,0.44999999999999996,0.41875,0.030836380126406486,0.17064567422071286,0.21176470588235294,0.11128540056469781,0.45
3073,26,female,jewelry,accessories,98,new york,l,peach,spring,3.1,no,standard,no,no,46,paypal,quarterly,3,1,0,0,0.0,organic,2.0851063829787235,294,13818,13818,premium,4,0.3333333333333333,0.26666666666666666,0.6666666666666667,0.4,0.5,0.38993282884108493,0.36039805872183067,0.40294117647058825,0.03447411680252142,0.4000000000000001
3074,58,female,shirt,clothing,63,oregon,l,white,winter,3.6,no,free shipping,no,no,7,debit card,bi-weekly,6,1,0,0,0.0,organic,7.875,378,3024,3024,medium,2,0.8333333333333334,0.44166666666666665,0.16666666666666663,0.25,0.66875,0.0840064620355412,0.33552971269283155,0.5264705882352941,0.15237572369734476,0.25000000000000006
3075,26,female,boots,footwear,55,massachusetts,l,maroon,winter,4.2,no,next day air,no,no,34,debit card,fortnightly,5,1,0,1,0.0,organic,1.5714285714285714,275,9625,9625,premium,4,0.6666666666666666,0.5833333333333334,0.33333333333333337,0.1,0.8125,0.2710937278576085,0.4215494714168297,0.375,0.02401391780509369,0.10000000000000002
3076,54,female,shorts,clothing,90,utah,xl,beige,winter,3.6,no,standard,no,no,21,paypal,every 3 months,2,1,0,0,0.0,organic,4.090909090909091,180,3960,3960,medium,2,0.16666666666666666,0.20833333333333331,0.8333333333333334,0.45,0.44375,0.11053481846781736,0.2099126766598145,0.23529411764705882,0.0753189713061943,0.45000000000000007
3077,66,female,handbag,accessories,46,new hampshire,m,blue,summer,3.6,no,express,no,no,13,venmo,bi-weekly,6,1,0,0,0.0,organic,3.2857142857142856,276,3864,3864,medium,2,0.8333333333333334,0.44166666666666665,0.16666666666666663,0.25,0.66875,0.10781396139784032,0.31386233746963627,0.3764705882352941,0.05892251090893534,0.25000000000000006
3078,60,female,sweater,clothing,88,illinois,s,red,spring,3.0,no,store pickup,no,no,33,debit card,bi-weekly,6,1,0,0,0.0,organic,2.588235294117647,528,17952,17952,premium,4,0.8333333333333334,0.44166666666666665,0.16666666666666663,0.25,0.66875,0.5070997364169714,0.5277300057851556,0.7470588235294118,0.04471950489119585,0.25000000000000006
3079,32,female,belt,accessories,95,alaska,m,blue,spring,2.5,no,2-day shipping,no,no,24,bank transfer,bi-weekly,6,1,0,0,0.0,organic,3.8,570,14250,14250,premium,4,0.8333333333333334,0.44166666666666665,0.16666666666666663,0.25,0.66875,0.40217668565598164,0.5033598791952798,0.8088235294117647,0.06939508884008784,0.25000000000000006
3080,48,female,belt,accessories,31,wyoming,m,maroon,fall,4.0,no,store pickup,no,no,4,bank transfer,annually,1,0,0,1,0.0,organic,6.2,31,155,155,low,1,0.0,0.2,1.0,0.4,0.44999999999999996,0.0026925148088314485,0.13417767430073807,0.016176470588235296,0.11826711918546616,0.4000000000000001
3081,69,female,hoodie,clothing,42,colorado,l,yellow,spring,4.1,no,next day air,no,no,5,cash,bi-weekly,6,0,0,1,0.0,organic,7.0,252,1512,1512,low,1,0.8333333333333334,0.4916666666666667,0.16666666666666663,0.15,0.7312500000000001,0.04115296318340277,0.30847216456517135,0.3411764705882353,0.13455779596725892,0.15000000000000002
3082,64,female,sneakers,footwear,44,vermont,l,pink,winter,4.9,no,next day air,no,no,11,credit card,weekly,7,1,0,1,0.0,organic,3.6666666666666665,308,3696,3696,medium,2,1.0,0.7000000000000001,0.0,0.0,0.925,0.1030524615253805,0.4107742438868244,0.4235294117647059,0.06667997604312238,0.0
3083,56,female,t-shirt,clothing,99,utah,m,maroon,spring,4.0,no,next day air,no,no,20,bank transfer,annually,1,1,0,1,0.0,organic,4.714285714285714,99,2079,2079,medium,2,0.0,0.35,1.0,0.3,0.5875,0.05722302525295468,0.21826335295618118,0.1161764705882353,0.08801300516213671,0.30000000000000004
3084,22,female,pants,clothing,20,illinois,s,purple,summer,3.5,no,store pickup,no,no,28,paypal,quarterly,3,1,0,0,0.0,organic,0.6896551724137931,60,1740,1740,low,1,0.3333333333333333,0.26666666666666666,0.6666666666666667,0.4,0.5,0.04761499872459825,0.17176328876929564,0.058823529411764705,0.00605806100742801,0.4000000000000001
3085,46,female,scarf,accessories,37,idaho,s,indigo,spring,3.2,no,store pickup,no,no,43,paypal,monthly,4,1,0,0,0.0,organic,0.8409090909090909,148,6512,6512,high,3,0.5,0.32499999999999996,0.5,0.35,0.55625,0.18286426891137375,0.2641495529425102,0.18823529411764706,0.009138096880161165,0.35000000000000003
3086,24,female,sweater,clothing,50,nevada,l,gray,winter,2.8,no,store pickup,no,no,10,venmo,every 3 months,2,1,0,0,0.0,organic,4.545454545454546,100,1100,1100,low,1,0.16666666666666666,0.20833333333333331,0.8333333333333334,0.45,0.44375,0.029475951591417963,0.15801266148836882,0.11764705882352941,0.08457503765948565,0.45000000000000007
3087,47,female,handbag,accessories,73,utah,m,lavender,summer,3.5,no,next day air,no,no,26,venmo,every 3 months,2,1,0,0,0.0,organic,2.7037037037037037,146,3942,3942,medium,2,0.16666666666666666,0.20833333333333331,0.8333333333333334,0.45,0.44375,0.11002465776719667,0.19973412041459726,0.18529411764705883,0.047070828065038484,0.45000000000000007
3088,62,female,shirt,clothing,84,north carolina,m,charcoal,spring,3.1,no,free shipping,no,no,29,bank transfer,monthly,4,1,0,0,0.0,organic,2.8,336,10080,10080,premium,4,0.5,0.32499999999999996,0.5,0.35,0.55625,0.28398945667885384,0.35483748630818707,0.4647058823529412,0.049031742862846873,0.35000000000000003
3089,34,female,dress,clothing,64,arkansas,m,teal,spring,3.3,no,store pickup,no,no,35,bank transfer,quarterly,3,1,0,0,0.0,organic,1.7777777777777777,192,6912,6912,high,3,0.3333333333333333,0.26666666666666666,0.6666666666666667,0.4,0.5,0.19420117336961143,0.26189197930681496,0.2529411764705882,0.028215878086111663,0.4000000000000001
3090,50,female,sandals,footwear,21,north carolina,l,blue,fall,4.6,no,free shipping,no,no,23,cash,bi-weekly,6,1,0,1,0.0,organic,0.875,126,3024,3024,medium,2,0.8333333333333334,0.6416666666666667,0.16666666666666663,0.04999999999999999,0.86875,0.0840064620355412,0.33141206563400805,0.15588235294117647,0.009832301856658015,0.049999999999999996
3091,29,female,shirt,clothing,36,texas,m,peach,summer,4.9,no,store pickup,no,no,15,bank transfer,quarterly,3,1,0,1,0.0,organic,2.25,108,1728,1728,low,1,0.3333333333333333,0.4666666666666667,0.6666666666666667,0.2,0.7,0.04727489159085112,0.2557618983313077,0.12941176470588237,0.03783190257536435,0.20000000000000004
3092,68,female,dress,clothing,81,nevada,l,orange,winter,3.4,no,2-day shipping,no,no,46,credit card,annually,1,1,0,0,0.0,organic,1.7234042553191489,81,3807,3807,medium,2,0.0,0.15,1.0,0.5,0.38749999999999996,0.10619845251254145,0.16011063484997773,0.08970588235294118,0.027108651236285322,0.5000000000000001
